title,price,location,surface,total_pieces,bedrooms,bathrooms,link,ad_id,antenne_parabolique,ascenseur,chambre_rangement,chauffage_central,chemine,climatisation,concierge,cuisine_quipe,double_vitrage,entreseul,faade_extrieure,four,garage,jardin,machine__laver,meubl,microondes,piscine,porte_blinde,rfrigrateur,salon_europen,scurit,terrasse,vue_sur_les_montagnes,vue_sur_mer
S1 de 81m² en premier étage avec vue dégagée,Prix à consulter,"La Soukra, La Soukra","81
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/8153045/s1-de-81m%C2%B2-en-premier-%C3%A9tage-avec-vue-d%C3%A9gag%C3%A9e,N/A,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0
Appartement S1 à l'achat à Sousse Jaouhara,225 000 TND,"Sousse Jaouhara, Sousse Jaouhara","78
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/8136225/appartement-s1-%C3%A0-l-achat-%C3%A0-sousse-jaouhara,N/A,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
Appartement S3 Lac 1,438 000 TND,"Les Berges Du Lac 1, La Marsa","130
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8219931/appartement-s3-lac-1,N/A,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Appartement S1 en vente,190 696 TND,"Hergla, Hergla","62
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8078453/appartement-s1-en-vente,N/A,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
A vendre un joli appartement S1 à la Soukra,260 000 TND,"La Soukra, La Soukra","72
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8212245/a-vendre-un-joli-appartement-s1-%C3%A0-la-soukra,N/A,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
S1 de 80m² au premier étage,312 000 TND,"La Soukra, La Soukra","80
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/8153044/s1-de-80m%C2%B2-au-premier-%C3%A9tage,N/A,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0
Superbe appartement à vendre à Les Jardins d'El Menzah 1.2 c...,Prix à consulter,"Les Jardins d'El Menzah 1, Ariana Ville","103
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/pa/8209578/superbe-appartement-%C3%A0-vendre-%C3%A0-les-jardins-d-el-menzah-1-2-chambres-agr%C3%A9ables,N/A,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
A vendre un penthouse avec piscine,Prix à consulter,"Les Berges Du Lac 2, La Marsa","380
						m²",6 Pièces,4 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8238180/a-vendre-un-penthouse-avec-piscine,N/A,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
Vend appartement à Les Jardins de Carthage,1 260 000 TND,"Les Jardins de Carthage, Le Kram","208
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/pa/8208541/vend-appartement-%C3%A0-les-jardins-de-carthage,N/A,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0
Coquet S1 à Kantaoui à 1 min de la Plage,298 230 TND,"El Kantaoui, Hammam Sousse","67
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/7670672/coquet-s1-%C3%A0-kantaoui-%C3%A0-1-min-de-la-plage,N/A,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
Triplex Prestigieux Résidence Les Asters Gammarth,Prix à consulter,"Gammarth, La Marsa","297
						m²",5 Pièces,4 Chambres,5 Salles de bains,https://www.mubawab.tn/fr/pa/8175537/triplex-prestigieux-r%C3%A9sidence-les-asters-gammarth,N/A,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1
Appartement S4 de 254m² – Ennasr,480 000 TND,"Cité Ennasr 2, Ariana Ville","254
						m²",5 Pièces,4 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/a/8218114/appartement-s4-de-254m%C2%B2-%E2%80%93-ennasr,N/A,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"Résidence La Quintessence Ennasr, type R2",Prix à consulter,"Cité Ennasr 2, Ariana Ville","118
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8218160/r%C3%A9sidence-la-quintessence-ennasr-type-r2,N/A,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0
Triplex d'exception Résidence Les Asters Gammarth,Prix à consulter,"Gammarth, La Marsa","297
						m²",5 Pièces,4 Chambres,5 Salles de bains,https://www.mubawab.tn/fr/pa/8175510/triplex-d-exception-r%C3%A9sidence-les-asters-gammarth,N/A,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1
Bel appartement S2 à Kantaoui à 1 min de la Plage,514 701 TND,"El Kantaoui, Hammam Sousse","115
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/pa/7671880/bel-appartement-s2-%C3%A0-kantaoui-%C3%A0-1-min-de-la-plage,N/A,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
À vendre Bel appartement S3 vue mer,598 719 TND,"El Kantaoui, Hammam Sousse","144
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/pa/7671887/%C3%A0-vendre-bel-appartement-s3-vue-mer,N/A,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
Appartement S2 haut standing,Prix à consulter,"La Marsa, La Marsa","100
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8238215/appartement-s2-haut-standing,N/A,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
S1 en vente,165 000 TND,"Hergla, Hergla","51
						m²",1 Pièce,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8159336/s1-en-vente,N/A,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1
Appartement S1 en vente,165 000 TND,"Hergla, Hergla","68
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8174209/appartement-s1-en-vente,N/A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Appartement S3 en Vente,400 000 TND,"Hergla, Hergla","143
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/7939168/appartement-s3-en-vente,N/A,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
S1 en vente,165 000 TND,"Hergla, Hergla","77
						m²",1 Pièce,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8167077/s1-en-vente,N/A,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0
Appartement S2 au rez de chaussée en vente,370 000 TND,"Hergla, Hergla","122
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8146734/appartement-s2-au-rez-de-chauss%C3%A9e-en-vente,N/A,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
S2 direct promoteur en vente à Hergla,Prix à consulter,"Hergla, Hergla","120
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/7931712/s2-direct-promoteur-en-vente-%C3%A0-hergla,N/A,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1
Appartement S2 en vente,166 000 TND,"Hergla, Hergla","80
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8183364/appartement-s2-en-vente,N/A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Appartement S2 en vente,330 000 TND,"Hergla, Hergla","138
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8148419/appartement-s2-en-vente,N/A,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
Appartement S2 jamais habitée,Prix à consulter,"Ain Zaghouan Nord, La Marsa","115
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8238203/appartement-s2-jamais-habit%C3%A9e,N/A,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Pied dans l'eau et confort absolu: S1 de 72,68 m²",324 000 TND,"Chott Meriem, Akouda","73
						m²",1 Pièce,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/7063253/pied-dans-l-eau-et-confort-absolu-s1-de-72-68-m%C2%B2,N/A,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1
Vend appartement à Sidi Hassine,195 600 TND,"Sidi Hassine, Sidi Hassine","120
						m²",4 Pièces,N/A,N/A,https://www.mubawab.tn/fr/pa/8034639/vend-appartement-%C3%A0-sidi-hassine,N/A,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Appartement de Luxe aux Jardins de Carthage. AVA Résidence,Prix à consulter,"Les Jardins de Carthage, Le Kram","235
						m²",6 Pièces,5 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/pa/8047874/appartement-de-luxe-aux-jardins-de-carthage-ava-r%C3%A9sidence,N/A,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0
"S2 – Résidence L’Ultime, Projet Diar Rached",Prix à consulter,"Les Jardins de Carthage, Le Kram","104
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/pa/8106981/s2-%E2%80%93-r%C3%A9sidence-l%E2%80%99ultime-projet-diar-rached,N/A,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0
Superbe S3 à Ain Zaghouan,545 000 TND,"Ain Zaghouan Nord, La Marsa","165
						m²",1 Pièce,N/A,N/A,https://www.mubawab.tn/fr/pa/7763427/superbe-s3-%C3%A0-ain-zaghouan,N/A,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
S2 de 122 m² au premier étage,479 000 TND,"La Soukra, La Soukra","122
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/pa/8153035/s2-de-122-m%C2%B2-au-premier-%C3%A9tage,N/A,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0
Duplex haut standing avec piscine & cuisine d’été,1 286 400 TND,"Chotrana 1, La Soukra","234
						m²",4 Pièces,3 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/pa/8185204/duplex-haut-standing-avec-piscine-cuisine-d%E2%80%99%C3%A9t%C3%A9,N/A,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0
Résidence L'Ultime Les Jardins de Carthage,Prix à consulter,"Les Jardins de Carthage, Le Kram",N/A,N/A,N/A,N/A,https://www.mubawab.tn/fr/p/4336/r%C3%A9sidence-l-ultime-les-jardins-de-carthage,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Superbe appartement à vendre vue sur mer,Prix à consulter,"Kélibia, Kélibia","82
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/pa/8151321/superbe-appartement-%C3%A0-vendre-vue-sur-mer,N/A,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
Vente un s3 au rez de chaussée au centre urbain,540 000 TND,"Centre Urbain Nord, Cité El Khadra","161
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8238080/vente-un-s3-au-rez-de-chauss%C3%A9e-au-centre-urbain,N/A,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
S1 avec terrasse de 43 m2,346 000 TND,"La Soukra, La Soukra","66
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/8153081/s1-avec-terrasse-de-43-m2,N/A,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0
S1 en vente à Sousse Jaouhara. Superficie 77 m² avec terasse...,250 000 TND,"Sousse Jaouhara, Sousse Jaouhara","77
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/8136241/s1-en-vente-%C3%A0-sousse-jaouhara-superficie-77-m%C2%B2-avec-terasse-52m%C2%B2,N/A,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0
Coquet S1 avec belle terrasse vue mer,366 093 TND,"El Kantaoui, Hammam Sousse","75
						m²",2 Pièces,N/A,N/A,https://www.mubawab.tn/fr/pa/7671899/coquet-s1-avec-belle-terrasse-vue-mer,N/A,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
S3 en vente,650 000 TND,"Ain Zaghouan Nord, La Marsa","182
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8206774/s3-en-vente,N/A,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Duplex en vente,550 000 TND,"Ain Zaghouan Nord, La Marsa","185
						m²",4 Pièces,3 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/a/8196057/duplex-en-vente,N/A,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
S2 en vente,580 000 TND,"Ain Zaghouan Nord, La Marsa","121
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8220388/s2-en-vente,N/A,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
S2 en vente,450 000 TND,"Ain Zaghouan Nord, La Marsa","126
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8203896/s2-en-vente,N/A,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
S3 en vente,280 000 TND,"Aouina, La Marsa","120
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8219734/s3-en-vente,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S3 en vente,290 000 TND,"Aouina, La Marsa","132
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8173327/s3-en-vente,N/A,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
S4 en vente,420 000 TND,"Aouina, La Marsa","150
						m²",5 Pièces,4 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8195476/s4-en-vente,N/A,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
À vendre Un Spacieux Appartement S4 au Lac 2,950 000 TND,"La Marsa, La Marsa","234
						m²",N/A,N/A,1 Salle de bain,https://www.mubawab.tn/fr/a/7733405/%C3%A0-vendre-un-spacieux-appartement-s4-au-lac-2,N/A,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
S3 d’Exception avec Jardin à Gammarth Les Asters,Prix à consulter,"Gammarth, La Marsa","186
						m²",4 Pièces,3 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/pa/8176084/s3-d%E2%80%99exception-avec-jardin-%C3%A0-gammarth-les-asters,N/A,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1
Vend appartement à Les Jardins d'El Menzah 1,Prix à consulter,"Les Jardins d'El Menzah 1, Ariana Ville","74
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/8209580/vend-appartement-%C3%A0-les-jardins-d-el-menzah-1,N/A,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
Appartement à vendre à La Soukra. 1 belle chambre,286 000 TND,"La Soukra, La Soukra","69
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/8216799/appartement-%C3%A0-vendre-%C3%A0-la-soukra-1-belle-chambre,N/A,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0
À Vendre Apparemment S3 à Yasser Araffet Sahloul,360 000 TND,"Sahloul, Sousse Ville","145
						m²",3 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8181998/%C3%A0-vendre-apparemment-s3-%C3%A0-yasser-araffet-sahloul,N/A,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
A Vendre Appartement en S1,285 000 TND,"La Soukra, La Soukra","67
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8238187/a-vendre-appartement-en-s1,N/A,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Apparemment S4 à Khzema EST SOUSSE,450 000 TND,"Khezama Est, Khezama Est","197
						m²",4 Pièces,4 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8195122/apparemment-s4-%C3%A0-khzema-est-sousse,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
À Vendre Duplex à Sahloul 3 Sousse,400 000 TND,"Sahloul, Sousse Ville","184
						m²",4 Pièces,4 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8192066/%C3%A0-vendre-duplex-%C3%A0-sahloul-3-sousse,N/A,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
À Vendre S2 Sahloul 4 Sousse,490 000 TND,"Sahloul, Sousse Ville","119
						m²",2 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8201598/%C3%A0-vendre-s2-sahloul-4-sousse,N/A,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"4 appartements inachevés – Sfax, Route Mahdia",440 000 TND,"Sakiet Eddaier, Sakiet Eddaier","534
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8217727/4-appartements-inachev%C3%A9s-%E2%80%93-sfax-route-mahdia,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ennasr 2 à vendre joli Appt S2,225 000 TND,"Cité Ennasr 2, Ariana Ville","70
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8218097/ennasr-2-%C3%A0-vendre-joli-appt-s2,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
À vendre s3 à la soukra,Prix à consulter,"La Soukra, La Soukra","154
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8225895/%C3%A0-vendre-s3-%C3%A0-la-soukra,N/A,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
Appartement S2 à l'achat à Bhar Lazreg. 2 chambres,285 000 TND,"Bhar Lazreg, La Marsa","83
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/pa/7948137/appartement-s2-%C3%A0-l-achat-%C3%A0-bhar-lazreg-2-chambres,N/A,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
A vendre Appartement s3 au LAC 2,800 000 TND,"Les Berges Du Lac 2, La Marsa","158
						m²",3 Pièces,4 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8187263/a-vendre-appartement-s3-au-lac-2,N/A,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
Appartement à vendre à kébilia,Prix à consulter,Kélibia,"86
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/7706634/appartement-%C3%A0-vendre-%C3%A0-k%C3%A9bilia,N/A,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Le luxe absolu S3 raffiné avec piscine et jardin,1 093 000 TND,"Chotrana 1,
								La Soukra","181
						m²",4 Pièces,3 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/pa/8208977/le-luxe-absolu-s3-raffin%C3%A9-avec-piscine-et-jardin,N/A,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0
Appartement à vendre à Les Jardins de Carthage. 3,696 000 TND,"Les Jardins de Carthage,
								Le Kram","136
						m²",3 Pièces,2 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/pa/8176119/appartement-%C3%A0-vendre-%C3%A0-les-jardins-de-carthage-3,N/A,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
S2 de Prestige avec Jardin privé Chotrana 2,457 492 TND,"Chotrana 2,
								La Soukra","113
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/pa/7934679/s2-de-prestige-avec-jardin-priv%C3%A9-chotrana-2,N/A,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
"Luxueux S4,5 avec piscine aux Jardins de Carthage. AVA Résid...",Prix à consulter,"Les Jardins de Carthage,
								Le Kram","288
						m²",6 Pièces,5 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/pa/8047887/luxueux-s4-5-avec-piscine-aux-jardins-de-carthage-ava-r%C3%A9sidence,N/A,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0
À vendre un unique S2 aux RDC,533 600 TND,"Les Jardins de Carthage,
								Le Kram","92
						m²",3 Pièces,N/A,N/A,https://www.mubawab.tn/fr/pa/7552014/%C3%A0-vendre-un-unique-s2-aux-rdc,N/A,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0
Superbe appartement à vendre à Les Jardins de Carthage,Prix à consulter,"Les Jardins de Carthage,
								Le Kram","160
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/pa/8143779/superbe-appartement-%C3%A0-vendre-%C3%A0-les-jardins-de-carthage,N/A,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Résidence Des Parcs aux jardins de Carthage,À partir de 327 000 TND,"Les Jardins de Carthage, Le Kram",N/A,N/A,N/A,N/A,https://www.mubawab.tn/fr/p/4068/r%C3%A9sidence-des-parcs-aux-jardins-de-carthage,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S2 Spacieux au RDC El Omrane 16 Riadh El Ghazela,Prix à consulter,"Cité el Ghazela,
								Raoued","141
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/pa/8164028/s2-spacieux-au-rdc-el-omrane-16-riadh-el-ghazela,N/A,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Bel appartement S1 à Kantaouià 1 min de la Plage,426 690 TND,"El Kantaoui,
								Hammam Sousse","112
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/pa/7670681/bel-appartement-s1-%C3%A0-kantaoui%C3%A0-1-min-de-la-plage,N/A,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Superbe S2 avec terrasse 25m² au 2 ème étage,505 000 TND,La Soukra,"124
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/pa/8153060/superbe-s2-avec-terrasse-25m%C2%B2-au-2-%C3%A8me-%C3%A9tage,N/A,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0
Appartement S1 à Vendre à Gammarth,260 000 TND,La Marsa,"55
						m²",N/A,1 Chambre,N/A,https://www.mubawab.tn/fr/a/8235095/appartement-s1-%C3%A0-vendre-%C3%A0-gammarth,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Appartement S2 à Vendre à Riadh Landalous Ennahli,290 000 TND,"Riadh al Andalous,
								Ariana Ville","100
						m²",2 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8158506/appartement-s2-%C3%A0-vendre-%C3%A0-riadh-landalous-ennahli,N/A,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Appartement S3 Les Asters Gammarth,Prix à consulter,"Gammarth,
								La Marsa","162
						m²",4 Pièces,3 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/pa/8175470/appartement-s3-les-asters-gammarth,N/A,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1
Bel S1 avec grande terrasse à 1 min de la Plage,338 677 TND,"El Kantaoui,
								Hammam Sousse","75
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/7671877/bel-s1-avec-grande-terrasse-%C3%A0-1-min-de-la-plage,N/A,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
Appartement S2 à vendre aux Jardins de Carthage,730 000 TND,"Les Jardins de Carthage,
								Le Kram","142
						m²",N/A,2 Chambres,N/A,https://www.mubawab.tn/fr/a/8230223/appartement-s2-%C3%A0-vendre-aux-jardins-de-carthage,N/A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Vente un grand s1 de 100 m2 a ennasr 2,250 000 TND,"Cité Ennasr 2,
								Ariana Ville","100
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8176734/vente-un-grand-s1-de-100-m2-a-ennasr-2,N/A,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Appartement à l'achat à Les Jardins de Carthage,829 000 TND,"Les Jardins de Carthage,
								Le Kram","143
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/pa/8208539/appartement-%C3%A0-l-achat-%C3%A0-les-jardins-de-carthage,N/A,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
S3 Neuf Résidence les Asters à Gammarth,Prix à consulter,"Gammarth,
								La Marsa","174
						m²",4 Pièces,3 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/pa/8175313/s3-neuf-r%C3%A9sidence-les-asters-%C3%A0-gammarth,N/A,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
